"value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios","fecha2"
"Lady Ávila  @ladyjblue 21h 21 hours ago More #JoaquinPhoenix hizo un excelente papel, una obra de arte con ese personaje de tantas emociones cargadas #JokerMovie. No podemos compararlo con Ledger, cada uno a su manera y talento interpretaron el Guason para no olvidar. Película tan completa en todo sentido. ¡Espectacular!  Reply Retweet Like 3","Lady Ávila  ","@ladyjblue ","2019-10-05",NA,3,NA,"#JoaquinPhoenix hizo un excelente papel, una obra de arte con ese personaje de tantas emociones cargadas #JokerMovie. No podemos compararlo con Ledger, cada uno a su manera y talento interpretaron el Guason para no olvidar. Película tan completa en todo sentido. ¡Espectacular!","#JoaquinPhoenix, #JokerMovie","","JoaquinPhoenix, JokerMovie, No, Ledger, Guason, Película, Espectacular","2019-10-05"
"Talos  @talos_chinis 21h 21 hours ago More Talos Retweeted AnimalPolitico.com Me urge ver esa película #JokerMovie  #Guason  Talos added, 2:58 AnimalPolitico.com Verified account  @Pajaropolitico  ¿Cómo estos actores  lograron ser el #Joker?   Jack Nicholson  Heath Ledger  Jared Leto  Joaquín Phoenix.  … Show this thread Reply Retweet Like 1","Talos  ","@talos_chinis ","2019-10-05",NA,1,NA,"Talos Retweeted AnimalPolitico.com Me urge ver esa película #JokerMovie  #Guason  Talos added, 2:58 AnimalPolitico.com Verified account  @Pajaropolitico  ¿Cómo estos actores  lograron ser el #Joker?   Jack Nicholson  Heath Ledger  Jared Leto  Joaquín Phoenix.  … Show this thread","#JokerMovie, #Guason, #Joker","@Pajaropolitico","Talos, Retweeted, AnimalPolitico, Me, JokerMovie, Guason, Talos, AnimalPolitico, Verified, Cómo, Joker, Jack, Nicholson, Heath, Ledger, Jared, Leto, Joaquín, Phoenix, Show","2019-10-05"
"Juan Luis  @juan_luis1598 22h 22 hours ago More Gracias Joaquín Phoenix por crear  por segunda vez a mi villano favorito a la perfección gracias por la maravillosa película, tenía mucho que no veía y me gustaba tanto una película. #Guason #JokerMovie heath ledger estaría orgulloso de esto. Reply 1 Retweet Like 3","Juan Luis  ","@juan_luis1598 ","2019-10-05",NA,3,1,"Gracias Joaquín Phoenix por crear  por segunda vez a mi villano favorito a la perfección gracias por la maravillosa película, tenía mucho que no veía y me gustaba tanto una película. #Guason #JokerMovie heath ledger estaría orgulloso de esto.","#Guason, #JokerMovie","","Gracias, Joaquín, Phoenix, Guason, JokerMovie","2019-10-05"
"HerreraMaxiZeppelin  @HardRockCaf666 22h 22 hours ago More Me sorprendió gratamente la película de #JokerMovie #Guason porque fué más de lo que yo esperaba. Gran trabajo. Camino a ser un clásico moderno. Reply Retweet Like","HerreraMaxiZeppelin  ","@HardRockCaf666 ","2019-10-05",NA,NA,NA,"Me sorprendió gratamente la película de #JokerMovie #Guason porque fué más de lo que yo esperaba. Gran trabajo. Camino a ser un clásico moderno.","#JokerMovie, #Guason","","Me, JokerMovie, Guason, Gran, Camino","2019-10-05"
"Blanca Rubid  @choco_rubid 23h 23 hours ago More ""solo espero que mi muerte tenga más sentido que mi vida"" #JokerMovie  #Guason  #ElBromas  La película es increíble y la actuación de #JoaquinPhoenix es perfecta, simplemente me encantó  Reply 1 Retweet Like 2","Blanca Rubid  ","@choco_rubid ","2019-10-05",NA,2,1,"""solo espero que mi muerte tenga más sentido que mi vida"" #JokerMovie  #Guason  #ElBromas  La película es increíble y la actuación de #JoaquinPhoenix es perfecta, simplemente me encantó","#JokerMovie, #Guason, #ElBromas, #JoaquinPhoenix","","JokerMovie, Guason, ElBromas, La, JoaquinPhoenix","2019-10-05"
"Andrea Larco  @andrealarco 23h 23 hours ago More Recomendadisima la película #JokerMovie la restricción es 18 años en #Ecuador y está bien!   No lleven a sus niños, personaje oscuro, pero demasiada buena    “Solía pensar que mi vida era una tragedia, pero ahora se que es una comedia” #Guason  Reply Retweet 1 Like 3","Andrea Larco  ","@andrealarco ","2019-10-05",1,3,NA,"Recomendadisima la película #JokerMovie la restricción es 18 años en #Ecuador y está bien!   No lleven a sus niños, personaje oscuro, pero demasiada buena    “Solía pensar que mi vida era una tragedia, pero ahora se que es una comedia” #Guason","#JokerMovie, #Ecuador, #Guason","","Recomendadisima, JokerMovie, Ecuador, No, Solía, Guason","2019-10-05"
"The Lizard King  🏳️‍🌈  🇨🇴  @qamilo123 18h 18 hours ago More OMG DC Comics la esta rompiendo con #JokerMovie #Guason y #AvesDePresa #BirdsOfPrey !! Buen momento para ser fiel seguidor de DC Comics ! Esto le llamo una buena revancha. Reply Retweet Like 1","The Lizard King  ","@qamilo123 ","2019-10-05",NA,1,NA,"🏳️‍🌈  🇨🇴OMG DC Comics la esta rompiendo con #JokerMovie #Guason y #AvesDePresa #BirdsOfPrey !! Buen momento para ser fiel seguidor de DC Comics ! Esto le llamo una buena revancha.","#JokerMovie, #Guason, #AvesDePresa, #BirdsOfPrey","","OMG, DC, Comics, JokerMovie, Guason, AvesDePresa, BirdsOfPrey, Buen, DC, Comics, Esto","2019-10-05"
"Eleny Molina   💚  @elenyMolina 19h 19 hours ago More ""Heath Ledger(nd), si estuvieras vivo te cagas con la obra maestra que Joaquín Phoenix y Todd Phillips hicieron del Guason, puedo decir que sentí tu escencia en algunos momentos de la película y que es realmente una maravilla.""  Y esta es mi reseña de #JokerMovie para @RealGDT Reply Retweet Like 6","Eleny Molina   ","@elenyMolina ","2019-10-05",NA,6,NA,"💚""Heath Ledger(nd), si estuvieras vivo te cagas con la obra maestra que Joaquín Phoenix y Todd Phillips hicieron del Guason, puedo decir que sentí tu escencia en algunos momentos de la película y que es realmente una maravilla.""  Y esta es mi reseña de #JokerMovie para @RealGDT","#JokerMovie","@RealGDT","Heath, Ledger, Joaquín, Phoenix, Todd, Phillips, Guason, JokerMovie","2019-10-05"
"Carlos Benitez  @CarlitosAK47 20h 20 hours ago More Terminando de ver esta obra maestra #JokerMovie una película que te tendrá con una ansiedad que no se puede describir, se las recomiendo . Y un consejo: ""no lleven niños"" es muy pero muy fuerte. @RafaeIRamosV #Guason #Joker Reply Retweet Like 1","Carlos Benitez  ","@CarlitosAK47 ","2019-10-05",NA,1,NA,"Terminando de ver esta obra maestra #JokerMovie una película que te tendrá con una ansiedad que no se puede describir, se las recomiendo . Y un consejo: ""no lleven niños"" es muy pero muy fuerte. @RafaeIRamosV #Guason #Joker","#JokerMovie, #Guason, #Joker","@RafaeIRamosV","Terminando, JokerMovie, Guason, Joker","2019-10-05"
"UNA CUENTA FAKE   🤖  @Brenda_garzonl 20h 20 hours ago More El #Guason  #JokerMovie  no sólo lleno mis espectativas.. Las superó.!!!!   LA AME Reply Retweet Like 1","UNA CUENTA FAKE   ","@Brenda_garzonl ","2019-10-05",NA,1,NA,"🤖El #Guason  #JokerMovie  no sólo lleno mis espectativas.. Las superó.!!!!   LA AME","#Guason, #JokerMovie","","El, Guason, JokerMovie, Las, LA, AME","2019-10-05"
"Gissette Ramírez  @DkEeveE 21h 21 hours ago More Vista la película de #Guason #JokerMovie y estuvo bastante bien menos dos cosas que no me gustaron, pero posiblemente por mania mía. #DCComics #DCUNIVERSE #TheJoker #ElGuason #Batman Reply Retweet Like 1","Gissette Ramírez  ","@DkEeveE ","2019-10-05",NA,1,NA,"Vista la película de #Guason #JokerMovie y estuvo bastante bien menos dos cosas que no me gustaron, pero posiblemente por mania mía. #DCComics #DCUNIVERSE #TheJoker #ElGuason #Batman","#Guason, #JokerMovie, #DCComics, #DCUNIVERSE, #TheJoker, #ElGuason, #Batman","","Vista, Guason, JokerMovie, DCComics, DCUNIVERSE, TheJoker, ElGuason, Batman","2019-10-05"
"Gerardo Gil  @lamoviola 21h 21 hours ago More Comparto como cada semana mi columna La moviola en @elsolde_mexico   Hoy claro #JokerMovie  #Guason   https://www.google.com/amp/s/www.elsoldemexico.com.mx/analisis/la-moviola-4273348.html/amp … Reply Retweet Like 6","Gerardo Gil  ","@lamoviola ","2019-10-05",NA,6,NA,"Comparto como cada semana mi columna La moviola en @elsolde_mexico   Hoy claro #JokerMovie  #Guason   https://www.google.com/amp/s/www.elsoldemexico.com.mx/analisis/la-moviola-4273348.html/amp …","#JokerMovie, #Guason","@elsolde_mexico","Comparto, La, Hoy, JokerMovie, Guason","2019-10-05"
"Hugo Lacavex.  @HugoLacavex 22h 22 hours ago More Si ya viste #JokerMovie vota: ¿quién creen que haya hecho el mejor #Guason? Reply Retweet 2 Like 6","Hugo Lacavex","@HugoLacavex ","2019-10-05",2,6,NA,".Si ya viste #JokerMovie vota: ¿quién creen que haya hecho el mejor #Guason?","#JokerMovie, #Guason","","Si, JokerMovie, Guason","2019-10-05"
" 🌸 ¸.•*´¨)✿S!₩!₩✿¸.•*¨)  🌸  @Esa_Negr1ta_ 23h 23 hours ago More Y volveré... mañana para ver otra vez  #JokerMovie  Joaquin Phoenix y su magistral interpretación a #TheJoker    ""Creía que mi vida era una tragedia, ahora veo que es una Comedia""  De #Guason aprendí que: Cada persona tiene una historia.  #ConfesionesDeViernes Reply Retweet Like 2"," ","@Esa_Negr1ta_ ","2019-10-05",NA,2,NA,"🌸 ¸.•*´¨)✿S!₩!₩✿¸.•*¨)  🌸Y volveré... mañana para ver otra vez  #JokerMovie  Joaquin Phoenix y su magistral interpretación a #TheJoker    ""Creía que mi vida era una tragedia, ahora veo que es una Comedia""  De #Guason aprendí que: Cada persona tiene una historia.  #ConfesionesDeViernes","#JokerMovie, #TheJoker, #Guason, #ConfesionesDeViernes","","JokerMovie, Joaquin, Phoenix, TheJoker, Creía, Comedia, De, Guason, Cada, ConfesionesDeViernes","2019-10-05"
"Andrea Larco  @andrealarco 23h 23 hours ago More Excelente película    @joaquinphoe_nix @RobertDeNiroUS  Gran Frase:  “solo espero que mi muerte valga más que mi vida” #JokerMovie #Guason  Reply Retweet Like 1","Andrea Larco  ","@andrealarco ","2019-10-05",NA,1,NA,"Excelente película    @joaquinphoe_nix @RobertDeNiroUS  Gran Frase:  “solo espero que mi muerte valga más que mi vida” #JokerMovie #Guason","#JokerMovie, #Guason","@joaquinphoe_nix, @RobertDeNiroUS","Excelente, Gran, Frase, JokerMovie, Guason","2019-10-05"
"Mike  @MiguelCvts 23h 23 hours ago More @DCcomicsMX Hecho toda la carne al asador, que buen film! #JokerMovie #Guason Reply Retweet Like 1","Mike  ","@MiguelCvts ","2019-10-05",NA,1,NA,"@DCcomicsMX Hecho toda la carne al asador, que buen film! #JokerMovie #Guason","#JokerMovie, #Guason","@DCcomicsMX","Hecho, JokerMovie, Guason","2019-10-05"
"🅲  🅾 🅽🆀🆄🅴  @conquemx Oct 4 More 🅲 🅽🆀🆄🅴 Retweeted WB Pictures Ar ¿Están listos conquers?  ¡Nosotros ya!  Palomitas, refresco y locura pura.   #Guasón #JokerMovie #JoaquinPhoenix 🅲 🅽🆀🆄🅴 added, 0:12 WB Pictures Ar Verified account  @WBPictures_Ar “Joaquín Phoenix nunca mejor visto”. #Guasón, solo en cines.  Reply 3 Retweet 1 Like 15","🅲  🅾 🅽🆀🆄🅴  ","@conquemx "," Oct 4 ",1,15,3,"🅲 🅽🆀🆄🅴 Retweeted WB Pictures Ar ¿Están listos conquers?  ¡Nosotros ya!  Palomitas, refresco y locura pura.   #Guasón #JokerMovie #JoaquinPhoenix 🅲 🅽🆀🆄🅴 added, 0:12 WB Pictures Ar Verified account  @WBPictures_Ar “Joaquín Phoenix nunca mejor visto”. #Guasón, solo en cines.","#Guasón, #JokerMovie, #JoaquinPhoenix, #Guasón","@WBPictures_Ar","Retweeted, WB, Pictures, Ar, Están, Nosotros, Palomitas, Guasón, JokerMovie, JoaquinPhoenix, WB, Pictures, Ar, Verified, Joaquín, Phoenix, Guasón","2019-10-04"
"MUHAN  @efra_nahum 20h 20 hours ago More MUHAN Retweeted Kobayashi Este Man está claro como la gran mayoría amantes del cine pocas veces se ve una actuación así como la que nos brindó Joaquín Phoenix #JokerMovie  #Guason  igual expectativas complicas   MUHAN added, Kobayashi Verified account  @Ruys Voy saliendo de la función de prensa de #Guasón: qué puta cabronada de actuación da Joaquin Phoenix. La película es visualmente hermosa, pero gris, cruda. Me estremeció varias veces. La secuencia climática me hizo hundirme en el asiento. Mis expectativas se cumplieron al 100. Reply Retweet Like 1","MUHAN  ","@efra_nahum ","2019-10-05",NA,1,NA,"MUHAN Retweeted Kobayashi Este Man está claro como la gran mayoría amantes del cine pocas veces se ve una actuación así como la que nos brindó Joaquín Phoenix #JokerMovie  #Guason  igual expectativas complicas   MUHAN added, Kobayashi Verified account  @Ruys Voy saliendo de la función de prensa de #Guasón: qué puta cabronada de actuación da Joaquin Phoenix. La película es visualmente hermosa, pero gris, cruda. Me estremeció varias veces. La secuencia climática me hizo hundirme en el asiento. Mis expectativas se cumplieron al 100.","#JokerMovie, #Guason, #Guasón","@Ruys","MUHAN, Retweeted, Kobayashi, Este, Man, Joaquín, Phoenix, JokerMovie, Guason, MUHAN, Kobayashi, Verified, Voy, Guasón, Joaquin, Phoenix, La, Me, La, Mis","2019-10-05"
"ivan pulido  @pulidoivan 20h 20 hours ago More y así es como se destrona al mejor guasón que había existido. #JokerMovie Reply Retweet Like 1","ivan pulido  ","@pulidoivan ","2019-10-05",NA,1,NA,"y así es como se destrona al mejor guasón que había existido. #JokerMovie","#JokerMovie","","JokerMovie","2019-10-05"
"Rosyalberto  @rosyalberto 21h 21 hours ago More LO MEJOR QUE HA HECHO “DC” EN TODA SU HISTORIA DEL CINE #JokerMovie #Guason  #JoaquinPhoenix Reply 1 Retweet Like 4","Rosyalberto  ","@rosyalberto ","2019-10-05",NA,4,1,"LO MEJOR QUE HA HECHO “DC” EN TODA SU HISTORIA DEL CINE #JokerMovie #Guason  #JoaquinPhoenix","#JokerMovie, #Guason, #JoaquinPhoenix","","LO, MEJOR, QUE, HA, HECHO, DC, EN, TODA, SU, HISTORIA, DEL, CINE, JokerMovie, Guason, JoaquinPhoenix","2019-10-05"
"M®s Crowley  @pouppedecire 21h 21 hours ago More Yo cuando me estoy desmaquillando en la madrugada después de la fiesta   #JoaquinPhoenix #JokerMovie #JokerFilm #ElBromas  #BuenViernes #ViernesDeSacar al #Guason que llevamos dentro.  Reply Retweet Like","M","@pouppedecire ","2019-10-05",NA,NA,NA,"®Yo cuando me estoy desmaquillando en la madrugada después de la fiesta   #JoaquinPhoenix #JokerMovie #JokerFilm #ElBromas  #BuenViernes #ViernesDeSacar al #Guason que llevamos dentro.","#JoaquinPhoenix, #JokerMovie, #JokerFilm, #ElBromas, #BuenViernes, #ViernesDeSacar, #Guason","","Yo, JoaquinPhoenix, JokerMovie, JokerFilm, ElBromas, BuenViernes, ViernesDeSacar, Guason","2019-10-05"
"Erik G Rios  @spidey8317 22h 22 hours ago More Erik G Rios Retweeted DC Comics MX Sin duda mi villano favorito de todos #Joker #Guason #JokerMovie  Erik G Rios added, 1:49 DC Comics MX Verified account  @DCcomicsMX El #Joker es el villano más icónico del universo del Caballero de la Noche. Algunos actores han sido los encargados de darle vida al Príncipe Payaso del Crimen en cine, televisión y animación, otorgandole su… Reply Retweet 1 Like 2","Erik G Rios  ","@spidey8317 ","2019-10-05",1,2,NA,"Erik G Rios Retweeted DC Comics MX Sin duda mi villano favorito de todos #Joker #Guason #JokerMovie  Erik G Rios added, 1:49 DC Comics MX Verified account  @DCcomicsMX El #Joker es el villano más icónico del universo del Caballero de la Noche. Algunos actores han sido los encargados de darle vida al Príncipe Payaso del Crimen en cine, televisión y animación, otorgandole su…","#Joker, #Guason, #JokerMovie, #Joker","@DCcomicsMX","Erik, Rios, Retweeted, DC, Comics, MX, Sin, Joker, Guason, JokerMovie, Erik, Rios, DC, Comics, MX, Verified, El, Joker, Caballero, Noche, Algunos, Príncipe, Payaso, Crimen","2019-10-05"
"Dalii Alii  @DaliCastaneda 22h 22 hours ago More El Guasón de #JoaquinPhoenix hace que Jared Leto parezca el peor chiste de la historia. . . . #JokerMovie Reply Retweet Like 1","Dalii Alii  ","@DaliCastaneda ","2019-10-05",NA,1,NA,"El Guasón de #JoaquinPhoenix hace que Jared Leto parezca el peor chiste de la historia. . . . #JokerMovie","#JoaquinPhoenix, #JokerMovie","","El, Guasón, JoaquinPhoenix, Jared, Leto, JokerMovie","2019-10-05"
"Heriberto  @elheris8a 22h 22 hours ago More Al ver #JokerMovie captas desde un principio lo oscuro que Todd Phillips hizo reflejar a ciudad gótica, que hasta llegas a pensar que el Guasón realmente no es el villano. Reply 1 Retweet Like Show this thread","Heriberto  ","@elheris8a ","2019-10-05",NA,NA,1,"Al ver #JokerMovie captas desde un principio lo oscuro que Todd Phillips hizo reflejar a ciudad gótica, que hasta llegas a pensar que el Guasón realmente no es el villano.    Show this thread","#JokerMovie","","Al, JokerMovie, Todd, Phillips, Guasón, Show","2019-10-05"
"Chayito frausto  @chayitofrausto 22h 22 hours ago More Replying to @szurita La mirada de joaquin phoenix cuando ve a robert de niro intimida ....#Guason #JokerMovie esta retorcidamente espectacular  Reply Retweet Like","Chayito frausto  ","@chayitofrausto ","2019-10-05",NA,NA,NA,"REPLYING TO @szurita La mirada de joaquin phoenix cuando ve a robert de niro intimida ....#Guason #JokerMovie esta retorcidamente espectacular","#Guason, #JokerMovie","@szurita","La, Guason, JokerMovie","2019-10-05"
"Carlos Alberto Nadamas  @NadamasAlberto 24h 24 hours ago More Replying to @Cinemex Yo fui a ver la del Guasón hace rato y me gustaron sus instalaciones, su dulcería, la limpieza y hasta el sonido de la película que por cierto también recomiendo, excelente papel del actor #JokerMovie la película genial, saludos !! Reply 1 Retweet Like 2","Carlos Alberto Nadamas  ","@NadamasAlberto ","2019-10-05",NA,2,NA,"REPLYING TO @Cinemex Yo fui a ver la del Guasón hace rato y me gustaron sus instalaciones, su dulcería, la limpieza y hasta el sonido de la película que por cierto también recomiendo, excelente papel del actor #JokerMovie la película genial, saludos !!","#JokerMovie","@Cinemex","Yo, Guasón, JokerMovie","2019-10-05"
"El Gráfico  @elgmx Oct 4 More De acuerdo con el Diccionario de la Lengua Española (DLE) la palabra guasón es un adjetivo que posee dos significados y no es #ElBromas #JokerMovie https://www.elgrafico.mx/viral/esta-listo-para-retorcer-tu-mente-pero-que-significa-guason … Reply Retweet Like 3","El Gráfico  ","@elgmx "," Oct 4 ",NA,3,NA,"De acuerdo con el Diccionario de la Lengua Española (DLE) la palabra guasón es un adjetivo que posee dos significados y no es #ElBromas #JokerMovie https://www.elgrafico.mx/viral/esta-listo-para-retorcer-tu-mente-pero-que-significa-guason …","#ElBromas, #JokerMovie","","De, Diccionario, Lengua, Española, DLE, ElBromas, JokerMovie","2019-10-04"
"TransferMx  @Transfer_mx Oct 4 More ¡El villano más famoso de Ciudad Gótica está de regreso! Compra tus boletos en #Transfer para ver el #Guasón   ¡HOY MISMO! #JokerMovie  Reply Retweet Like","TransferMx  ","@Transfer_mx "," Oct 4 ",NA,NA,NA,"¡El villano más famoso de Ciudad Gótica está de regreso! Compra tus boletos en #Transfer para ver el #Guasón   ¡HOY MISMO! #JokerMovie","#Transfer, #Guasón, #JokerMovie","","El, Ciudad, Gótica, Compra, Transfer, Guasón, HOY, MISMO, JokerMovie","2019-10-04"
"Rosyalberto  @rosyalberto 22h 22 hours ago More Lo peor de tener una enfermedad mental es que la gente espera que te comportes como si NO la tuvieras. #Guasón #JokerMovie Reply Retweet 2 Like 2","Rosyalberto  ","@rosyalberto ","2019-10-05",2,2,NA,"Lo peor de tener una enfermedad mental es que la gente espera que te comportes como si NO la tuvieras. #Guasón #JokerMovie","#Guasón, #JokerMovie","","Lo, NO, Guasón, JokerMovie","2019-10-05"
"No cayis No  @cayita83 22h 22 hours ago More Guasón y Batmam son hermanos ????? Acaba de estallar mi cabeza... #JokerMovie Reply Retweet Like 1","No cayis No  ","@cayita83 ","2019-10-05",NA,1,NA,"Guasón y Batmam son hermanos ????? Acaba de estallar mi cabeza... #JokerMovie","#JokerMovie","","Guasón, Batmam, Acaba, JokerMovie","2019-10-05"
"Hugo Lacavex.  @HugoLacavex 23h 23 hours ago More La locura de De Niro en “Taxi driver”. La obsesión de De Niro en “El rey de la comedia”. La soberbia de De Niro en “Guason”.  Todd Pillips ama a De Niro. Y nosotros también. #JokerMovie Reply Retweet Like 1","Hugo Lacavex","@HugoLacavex ","2019-10-05",NA,1,NA,".La locura de De Niro en “Taxi driver”. La obsesión de De Niro en “El rey de la comedia”. La soberbia de De Niro en “Guason”.  Todd Pillips ama a De Niro. Y nosotros también. #JokerMovie","#JokerMovie","","La, De, Niro, Taxi, La, De, Niro, El, La, De, Niro, Guason, Todd, Pillips, De, Niro, JokerMovie","2019-10-05"
"Orestes Balderas  @orestesbalderas 23h 23 hours ago More No mmn el guasón! #JokerMovie  Reply Retweet Like","Orestes Balderas  ","@orestesbalderas ","2019-10-05",NA,NA,NA,"No mmn el guasón! #JokerMovie","#JokerMovie","","No, JokerMovie","2019-10-05"
" 🤡 Guasona   🤡  @danitafashion 24h 24 hours ago More “Todo el mundo es horrible hoy en día suficiente como para volver loco a cualquiera”  La mejor frase del Guasón #JokerMovie Reply 1 Retweet Like 3"," ","@danitafashion ","2019-10-05",NA,3,1,"🤡 Guasona   🤡“Todo el mundo es horrible hoy en día suficiente como para volver loco a cualquiera”  La mejor frase del Guasón #JokerMovie","#JokerMovie","","Guasona, Todo, La, Guasón, JokerMovie","2019-10-05"
"Vanessa   🌻  ❤  @ortegavane Oct 4 More #Guason #JokerMovie merece un Oscar  Reply Retweet Like","Vanessa   ","@ortegavane "," Oct 4 ",NA,NA,NA,"🌻  ❤#Guason #JokerMovie merece un Oscar","#Guason, #JokerMovie","","Guason, JokerMovie, Oscar","2019-10-04"
"Juan Alberto   ⚽️  @AV1IsHere Oct 4 More Acabo de ver #JokerMovie o #Guasón y es como si Nolan y Scorsese tuvieran un bebé espectacular Reply Retweet Like","Juan Alberto   ","@AV1IsHere "," Oct 4 ",NA,NA,NA,"⚽Acabo de ver #JokerMovie o #Guasón y es como si Nolan y Scorsese tuvieran un bebé espectacular","#JokerMovie, #Guasón","","Acabo, JokerMovie, Guasón, Nolan, Scorsese","2019-10-04"
"Denis J.R.   🇻🇪  🌈  @djrl31 Oct 4 More La psicología del personaje está magistralmente personificada por #JoaquinPhoenix desde el minuto uno te lleva en una  montaña rusa de emociones y compartes la alegría, tristeza, decepción y hasta la locura del protagonista #Guason #JokerMovie #Jocker  Reply Retweet 1 Like 1","Denis J","@djrl31 "," Oct 4 ",1,1,NA,".R.   🇻🇪  🌈La psicología del personaje está magistralmente personificada por #JoaquinPhoenix desde el minuto uno te lleva en una  montaña rusa de emociones y compartes la alegría, tristeza, decepción y hasta la locura del protagonista #Guason #JokerMovie #Jocker","#JoaquinPhoenix, #Guason, #JokerMovie, #Jocker","","La, JoaquinPhoenix, Guason, JokerMovie, Jocker","2019-10-04"
"Arturo Arévalo   @ArturoArevaloo Oct 4 More Que locura ese Guason! #JokerMovie Reply 1 Retweet Like","Arturo Arévalo ","@ArturoArevaloo "," Oct 4 ",NA,NA,1,"Que locura ese Guason! #JokerMovie","#JokerMovie","","Que, Guason, JokerMovie","2019-10-04"
"• O R A N G E _ S C R E W •   🔩  @Roxaranjada 24h 24 hours ago More El guasón...   Le tenía mucha fe y no me equivoqué. La amé. #JokerMovie  Reply Retweet Like",NA,"@Roxaranjada ","2019-10-05",NA,NA,NA,"• O R A N G E _ S C R E W •   🔩El guasón...   Le tenía mucha fe y no me equivoqué. La amé. #JokerMovie","#JokerMovie","","El, Le, La, JokerMovie","2019-10-05"
" 🤡 Guasona   🤡  @danitafashion 24h 24 hours ago More Pensé que no habría mejor Guasón que Heath Ledger, sin embargo la actuación Joaquín Phoenix estuvo maravillosa. #JokerMovie Reply Retweet Like 1"," ","@danitafashion ","2019-10-05",NA,1,NA,"🤡 Guasona   🤡Pensé que no habría mejor Guasón que Heath Ledger, sin embargo la actuación Joaquín Phoenix estuvo maravillosa. #JokerMovie","#JokerMovie","","Guasona, Pensé, Guasón, Heath, Ledger, Joaquín, Phoenix, JokerMovie","2019-10-05"
"El Bromas   🃏  @Wolfalvaa Oct 4 More Ahora resulta que todos son Fans del Bromas!  #JokerMovie #Jokerthemovie #JokerFilm #JokerECC #Joker2019 #JokerLeFilm #joker #JoaquinPhoenix #Guason #ElBromas Reply Retweet Like","El Bromas   ","@Wolfalvaa "," Oct 4 ",NA,NA,NA,"🃏Ahora resulta que todos son Fans del Bromas!  #JokerMovie #Jokerthemovie #JokerFilm #JokerECC #Joker2019 #JokerLeFilm #joker #JoaquinPhoenix #Guason #ElBromas","#JokerMovie, #Jokerthemovie, #JokerFilm, #JokerECC, #Joker2019, #JokerLeFilm, #joker, #JoaquinPhoenix, #Guason, #ElBromas","","Ahora, Fans, Bromas, JokerMovie, Jokerthemovie, JokerFilm, JokerECC, Joker2019, JokerLeFilm, JoaquinPhoenix, Guason, ElBromas","2019-10-04"
"Raul Hernandez  @DarwinNorona Oct 4 More Se estrena la mejor película de DCEl Guason El Bromas The Joker Lenin Moreno #ParoNacionalEcuador #InaPapers #ElPeorGobiernoDeLaHistoria #JokerMovie Reply Retweet 2 Like 4","Raul Hernandez  ","@DarwinNorona "," Oct 4 ",2,4,NA,"Se estrena la mejor película de DCEl Guason El Bromas The Joker Lenin Moreno #ParoNacionalEcuador #InaPapers #ElPeorGobiernoDeLaHistoria #JokerMovie","#ParoNacionalEcuador, #InaPapers, #ElPeorGobiernoDeLaHistoria, #JokerMovie","","Se, DCEl, Guason, El, Bromas, The, Joker, Lenin, Moreno, ParoNacionalEcuador, InaPapers, ElPeorGobiernoDeLaHistoria, JokerMovie","2019-10-04"
"LudDivina  @LudmilaAZamora Oct 4 More Qué pasa cuando vemos la otra cara de la moneda? Cuando las circunstancias nos obligan a volvernos fríos ante los demás? Me encanta el Guasón y ahora con esta película siento que no me equivoco de bando. Veré esta película muchas veces más, no decepciona! #JokerMovie Reply Retweet Like 1","LudDivina  ","@LudmilaAZamora "," Oct 4 ",NA,1,NA,"Qué pasa cuando vemos la otra cara de la moneda? Cuando las circunstancias nos obligan a volvernos fríos ante los demás? Me encanta el Guasón y ahora con esta película siento que no me equivoco de bando. Veré esta película muchas veces más, no decepciona! #JokerMovie","#JokerMovie","","Qué, Cuando, Me, Guasón, Veré, JokerMovie","2019-10-04"
"Salma Roenna  @salmaroennac Oct 4 More #JoaquinPhoenix entra a la historia del cine. El Óscar es poco, merece más! #Guason #JokerMovie #Joker Reply Retweet Like 1","Salma Roenna  ","@salmaroennac "," Oct 4 ",NA,1,NA,"#JoaquinPhoenix entra a la historia del cine. El Óscar es poco, merece más! #Guason #JokerMovie #Joker","#JoaquinPhoenix, #Guason, #JokerMovie, #Joker","","JoaquinPhoenix, El, Guason, JokerMovie, Joker","2019-10-04"
"San Cadilla Verified account  @SanCadilla Oct 4 More Ya fui a ver El Guasón y parece una película de héroes, pero al final del día es una historia de terror  #ElBromas  #JokerMovie  Reply 23 Retweet 44 Like 304","San Cadilla Verified account  ","@SanCadilla "," Oct 4 ",44,304,23,"Ya fui a ver El Guasón y parece una película de héroes, pero al final del día es una historia de terror  #ElBromas  #JokerMovie","#ElBromas, #JokerMovie","","Ya, El, Guasón, ElBromas, JokerMovie","2019-10-04"
"คძՐɿ ♡  @Undiasoy Oct 3 More Lo peor de tener una enfermedad mental es que la gente espera que te comportes como si NO la tuvieras. #Guasón #JokerMovie Reply 2 Retweet 40 Like 148","คძՐɿ ","@Undiasoy "," Oct 3 ",40,148,2,"♡Lo peor de tener una enfermedad mental es que la gente espera que te comportes como si NO la tuvieras. #Guasón #JokerMovie","#Guasón, #JokerMovie","","Lo, NO, Guasón, JokerMovie","2019-10-03"
